adult,belongs_to_collection,budget,genres,homepage,tmdb_id,imdb_id,original_language,original_title,overview,popularity,poster_path,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,video,vote_average,vote_count
False,,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",,348678,tt4080728,sv,En man som heter Ove,"Despite grumpy 59 year-old Ove being deposed as president of his condominium association, but he keeps looking over the neighbourhood with an iron fist. When pregnant Parvaneh and her family move into the terraced house opposite Ove and she accidentally back into Ove’s mailbox, it sets off a series of unexpected changes in his life.",10.422013,/g5SkS5dJudFZMQiB925PxfwzFa6.jpg,"[{'name': 'Nordisk Film', 'id': 235}, {'name': 'Sveriges Television (SVT)', 'id': 3221}, {'name': 'Tre Vänner Produktion AB', 'id': 11792}, {'name': 'Nordsvensk Filmunderhallning', 'id': 50804}, {'name': 'Film Väst', 'id': 74636}]","[{'iso_3166_1': 'SE', 'name': 'Sweden'}]",2015-12-25,3371692,116.0,"[{'iso_639_1': 'fa', 'name': 'فارسی'}, {'iso_639_1': 'pt', 'name': 'Português'}, {'iso_639_1': 'sv', 'name': 'svenska'}]",Released,,A Man Called Ove,False,7.5,198
False,,70000000,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10752, 'name': 'War'}]",,857,tt0120815,en,Saving Private Ryan,"As U.S. troops storm the beaches of Normandy, three brothers lie dead on the battlefield, with a fourth trapped behind enemy lines. Ranger captain John Miller and seven men are tasked with penetrating German-held territory and bringing the boy home.",21.758054,/1wY4psJ5NVEhCuOYROwLH2XExM2.jpg,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'DreamWorks SKG', 'id': 27}, {'name': 'Amblin Entertainment', 'id': 56}, {'name': 'Mutual Film Company', 'id': 762}, {'name': 'Mark Gordon Productions', 'id': 11362}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1998-07-24,481840909,169.0,"[{'iso_639_1': 'cs', 'name': 'Český'}, {'iso_639_1': 'de', 'name': 'Deutsch'}, {'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}]",Released,The mission is a man.,Saving Private Ryan,False,7.9,5148
False,"{'id': 12087, 'name': 'Herbie Collection', 'poster_path': '/uFvt8t7HlB6BzjiJDU6ea1eI28L.jpg', 'backdrop_path': '/hgi9EeU50KFhv9pCDmJyx4VLp5G.jpg'}",0,"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",,10869,tt0071607,en,Herbie Rides Again,The living Volkswagen Beetle helps a old lady protect her home from a corrupt developer.,4.914603,/1k14PPykkUQfhjn3xXDrc55lfHl.jpg,"[{'name': 'Walt Disney Pictures', 'id': 2}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1974-02-14,0,88.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,The Loveable Bug's back doin' his thing!,Herbie Rides Again,False,5.9,77
False,,0,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 35, 'name': 'Comedy'}]",,74629,tt0106317,en,Attack of the 50 Ft. Woman,Nancy Archer has had an alien encounter and it's left her 50 ft. tall! Now she sees the men in her life from a new angle - looking down on them - and it's time to fight back.,1.554208,/xWjHaJ38Q8Q7XxGXx5n62v9B2j1.jpg,"[{'name': 'Warner Bros. Television', 'id': 1957}, {'name': 'Home Box Office (HBO)', 'id': 3268}, {'name': 'Bartleby', 'id': 78463}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1993-12-11,0,85.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Attack of the 50 Ft. Woman,False,4.1,20
False,,0,"[{'id': 99, 'name': 'Documentary'}, {'id': 80, 'name': 'Crime'}]",http://crimeaftercrime.com/,77881,tt1746153,en,Crime After Crime,"The story of the battle to free Debbie Peagler, an incarcerated survivor of brutal domestic violence. Over 26 years in prison cannot crush the spirit of this determined African-American woman, despite the injustices she has experienced, first at the hands of a duplicitous boyfriend who beat her and forced her into prostitution, and later by prosecutors who cornered her into a life behind bars for her connection to the murder of her abuser. Her story takes an unexpected turn two decades later when a pair of rookie land-use attorneys cut their teeth on her case -- and attract global attention to the troubled intersection of domestic violence and criminal justice.",0.235518,/1JDAArLZhDK2B2js4OLkIJSmLuY.jpg,"[{'name': 'Life Sentence Films', 'id': 8061}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2011-07-01,58840,95.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Horribly abused… Wrongfully imprisoned… One signature away from freedom.,Crime After Crime,False,5.3,3
False,,0,"[{'id': 10752, 'name': 'War'}]",,264061,tt0033056,en,Ski Patrol,"In 1939, a group of Finnish soldiers defend the border from Russian invaders.",0.321072,/q3T4wWmq9Mt7CGZ8aFVEUyutsqK.jpg,"[{'name': 'Universal Pictures', 'id': 33}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1940-05-09,0,64.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Ski Patrol,False,0.0,0
False,,2000000,"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",,38046,tt0385990,en,Retrograde,Two time travelers with opposing views are sent back to the present aboard a research ship in the Antarctic to prevent a global biological disaster from occuring,1.755974,/4OUGYdIOjXT68EWp0InfBSAzIXv.jpg,"[{'name': 'Gruppo Minerva International', 'id': 8344}, {'name': 'Film Fund Luxembourg', 'id': 11776}]","[{'iso_3166_1': 'LU', 'name': 'Luxembourg'}, {'iso_3166_1': 'IT', 'name': 'Italy'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2004-11-02,0,93.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,In the past... Lies our future.,Retrograde,False,2.9,12
False,,0,"[{'id': 99, 'name': 'Documentary'}]",,288108,tt0306811,en,Film ist. 7-12,"The second half of Gustav Deutsch's experimental Film ist. series, constructing new narratives and moods out of existing footage, mostly from early silent era films.",0.002353,/qalg1aeH7XRQpVNhSvbcNKXUjWn.jpg,[],"[{'iso_3166_1': 'AT', 'name': 'Austria'}]",2002-10-10,0,90.0,[],Released,,Film ist. 7-12,False,0.0,0
False,,78000000,"[{'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]",,8698,tt0311429,en,The League of Extraordinary Gentlemen,"To prevent a world war from breaking out, famous characters from Victorian literature band together to do battle against a cunning villain.",10.488765,/kdAuVFP63XXxnb983ry2pLCKd9S.jpg,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'JD Productions', 'id': 475}, {'name': 'International Production Company', 'id': 1507}, {'name': 'Angry Films', 'id': 12087}, {'name': 'Mediastream Dritte Film GmbH & Co. Beteiligungs KG', 'id': 19352}]","[{'iso_3166_1': 'CZ', 'name': 'Czech Republic'}, {'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2003-07-11,179265204,110.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'de', 'name': 'Deutsch'}, {'iso_639_1': 'it', 'name': 'Italiano'}]",Released,The power of seven become a league of one.,The League of Extraordinary Gentlemen,False,5.7,1181
False,,0,"[{'id': 35, 'name': 'Comedy'}]",,403429,tt5700224,ro,Două lozuri,"3 men from a provincial town who are in an urgent need for money so they decide to buy a lottery ticket. They win the lottery, but very soon, the ticket gets stolen.",3.359294,/fI47w8XxRkJtc2NuavNXI6ngaRf.jpg,"[{'name': 'ActorieDeFilm', 'id': 25381}]","[{'iso_3166_1': 'RO', 'name': 'Romania'}]",2016-10-07,0,86.0,"[{'iso_639_1': 'ro', 'name': 'Română'}]",Released,,Two Lottery Tickets,False,7.6,6
False,,0,"[{'id': 18, 'name': 'Drama'}]",,88860,tt0103132,lt,Trys dienos,"In Kaliningrad two Lithuanian boys meet two Russian girls. They have difficulties in finding places where they can sleep together. But this is the only problem they do solve. All four justly feel miserable because their lives are meaningless (the recurrent dull and poorly kept house façads could well be taken as a comparative symbol). In addition, everyone is so absorbed by his or her own distress and hardly capable of bothering about the anguish of the others. The three days end with a pervasive lack of contact. Written by Max Scharnberg, Stockholm,",0.536387,/3L0or3ywpvlC6I1BgWn2AOjfxJk.jpg,"[{'name': 'Studio Kinema', 'id': 13338}]","[{'iso_3166_1': 'LT', 'name': 'Lithuania'}]",1992-12-12,0,75.0,"[{'iso_639_1': 'lt', 'name': 'Lietuvi\u0161kai'}]",Released,,Three Days,False,6.5,6
False,,0,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",,26162,tt0020668,en,The Bat Whispers,A master criminal terrorizes the occupants of an isolated country mansion.,0.670708,/mJF88Aeyiby8UtlcPYM5qjxh6XL.jpg,"[{'name': 'Joseph M. Schenck Productions', 'id': 13913}, {'name': 'Art Cinema Corporation', 'id': 19598}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1930-01-01,0,83.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,The Bat Whispers,False,6.3,4
False,"{'id': 281882, 'name': 'Public Enemy Series', 'poster_path': None, 'backdrop_path': None}",0,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",,32213,tt0433328,ko,공공의 적 2,"Things start to heat up when public prosecutor Kang takes on the case of Han Sang-woo, a former high school classmate and the future chairman of the Myung-Sun Foundation. Despite his innocent facade, Kang's old friend looks to be guilty of bribery, embezzlement, and even murder. But with Han always one step ahead of Kang, what can our hero do to bring this white collar ""public enemy"" to justice?",1.659613,/sr3JPTQgNyUwa5rbm4ZLAktJo8i.jpg,"[{'name': 'Cinema Service', 'id': 868}, {'name': 'CJ Entertainment', 'id': 7036}]","[{'iso_3166_1': 'KR', 'name': 'South Korea'}]",2005-01-27,0,148.0,"[{'iso_639_1': 'ko', 'name': '한국어/조선말'}]",Released,,Another Public Enemy,False,7.4,8
False,,0,"[{'id': 35, 'name': 'Comedy'}]",,24381,tt0046436,en,The Titfield Thunderbolt,"When British Railways announce the closure of the Titfield to Mallingford branch line a group of local residents make a bid to run it themselves, backed by a monied member of the community who is attracted by the complete lack of licensing hours on trains. Unfortunately the local bus company starts to use methods that can hardly be seen as fair competition.",2.069436,/pGIAJXG5l8mrtuljnkufBM0ARaQ.jpg,"[{'name': 'Michael Balcon Productions', 'id': 5110}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",1953-03-04,0,84.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,The Titfield Thunderbolt,False,7.3,18
False,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",,336664,tt3784222,es,La patota,"Paulina is a young lawyer with a promising career in Buenos Aires, who chooses to go back to her home town. Her father, Fernando, is a well known judge. Against his will, Paulina decides to teach in a suburban high school as part of an inclusion program. One night, after the second week working there, she's brutally assaulted by a gang. With the disapproval of the people around her, she decides to go back to work, in the neighborhood where she was attacked, without realizing that her attackers may be even closer than she thought.",1.046181,/l2G3YO44XGJmKoWHqmQBS1USqTL.jpg,"[{'name': 'La Unión de los Ríos', 'id': 16948}, {'name': 'Televisión Federal (Telefe)', 'id': 21915}, {'name': 'Lita Stantic Producciones', 'id': 51613}]","[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'AR', 'name': 'Argentina'}, {'iso_3166_1': 'BR', 'name': 'Brazil'}]",2015-06-18,0,103.0,"[{'iso_639_1': 'gn', 'name': ''}, {'iso_639_1': 'es', 'name': 'Español'}]",Released,,Paulina,False,6.7,17
False,,19500000,"[{'id': 10770, 'name': 'TV Movie'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",,111839,tt0423455,en,Hemingway & Gellhorn,Writer Ernest Hemingway begins a romance with fellow scribe Martha Gellhorn.,8.19882,/b3fdkG3S8z6ibGOIVZYWvQlZPl0.jpg,"[{'name': 'Home Box Office (HBO)', 'id': 3268}, {'name': 'Attaboy Films', 'id': 48038}, {'name': 'For Whom Productions', 'id': 48039}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2012-08-27,0,155.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"We were good in war. And when there was no war, we made our own.",Hemingway & Gellhorn,False,6.1,40
False,,3000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",,29993,tt0041838,en,Samson and Delilah,The classic story of Samson and Delilah as told by Cecil B. DeMille.,2.528638,/iNb2KMv056vpCJycqFp5Xbpw61Z.jpg,"[{'name': 'Paramount Pictures', 'id': 4}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1949-12-21,11500000,128.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,HISTORY'S MOST BEAUTIFUL AND TREACHEROUS WOMAN!,Samson and Delilah,False,6.1,32
False,,0,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",,41018,tt0047209,en,Man in the Attic,"London, 1888: on the night of the third Jack the Ripper killing, soft-spoken Mr. Slade, a research pathologist, takes lodgings with the Harleys, including a gloomy attic room for ""experiments."" Mrs. Harley finds Slade odd and increasingly suspects the worst; her niece Lily (star of a decidedly Parisian stage revue) finds him interesting and increasingly attractive. Is Lily in danger, or are her mother's suspicions merely a red herring?",0.808202,/tYFPaBTkTUsuzF1MObDXXArk2X1.jpg,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'Leonard Goldstein', 'id': 13501}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1953-12-23,0,82.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,The Life...The Loves...The Crimes of Jack the Ripper!,Man in the Attic,False,4.9,7
False,,0,"[{'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",,31652,tt0089572,en,The Mean Season,"Malcolm Anderson is a reporter for a Miami newspaper. He's had enough of reporting the local murders and so promises his school teacher girlfriend (Christine), they'll move away soon. Before Malcolm can hand in his notice, the murderer from his latest article phones him. The murderer tells Malcolm that he's going to kill again. The phone calls and murders continue, soon Malcolm finds that he's not just reporting the story, he is the story",6.473842,/dCPzsNt2Hznkr54J6wfGzpnE1Z4.jpg,"[{'name': 'David Foster Productions', 'id': 496}, {'name': 'Turman-Foster Company', 'id': 662}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1985-02-15,4300000,103.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,The Mean Season,False,5.8,21
False,,0,"[{'id': 99, 'name': 'Documentary'}]",,302818,tt3581436,en,"Poverty, Inc.","Poverty, Inc. explores the hidden side of doing good. From disaster relief to TOMs Shoes, from adoptions to agricultural subsidies, Poverty, Inc. follows the butterfly effect of our most well-intentioned efforts and pulls back the curtain on the poverty industrial complex - the multi-billion dollar market of NGOs, multilateral agencies, and for-profit aid contractors. Are we catalyzing development or are we propagating a system in which the poor stay poor while the rich get hipper?",0.106243,/u81AN9hH4YjRxy9ctTXfMg4SLbT.jpg,[],"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2014-07-10,0,94.0,"[{'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'en', 'name': 'English'}]",Released,,"Poverty, Inc.",False,6.5,2
False,,0,"[{'id': 16, 'name': 'Animation'}]",http://www.eonet.ne.jp/~y-nagao/GAIDEN.htm,141754,tt2197863,ja,チェーンソー・メイド,A sexy maid equipped with a chainsaw is a family's only hope against hordes of the undead zombies.,0.355582,/neTbxawhQreFsEKyon43PVlFFKf.jpg,[],[],2007-12-08,0,7.0,"[{'iso_639_1': 'ja', 'name': '日本語'}]",Released,,Chainsaw Maid,False,5.6,5
False,,0,"[{'id': 18, 'name': 'Drama'}]",,10574,tt0036882,de,Große Freiheit Nr. 7,"Singing sailor Hannes, who entertains the crowd in St. Pauli's Hippodrom, promises his dying brother to take care of his ex-girlfriend Gisa. Taking Gisa to Hamburg to live with him, Hannes slowly falls in love with her, but soon has to face Gisa's affection for Willem.",0.249081,/6lLr0FYrfNlgLaH3I7L7nW4bWVs.jpg,"[{'name': 'Terra-Filmkunst', 'id': 4784}]","[{'iso_3166_1': 'DE', 'name': 'Germany'}]",1944-12-15,0,109.0,"[{'iso_639_1': 'de', 'name': 'Deutsch'}]",Released,,Great Freedom No. 7,False,7.3,3
False,,0,"[{'id': 18, 'name': 'Drama'}]",,286301,tt3561348,it,I nostri ragazzi,"Story about two brothers and their wives, and the interactions between them and their two high school age children. When the kids get into serious trouble together, how will the parents relationships change with and among each other? Will the parents protect the kids or force them to face the consequences of their actions?",2.351135,/kxx8B0tygccTCeInd8poQU5ZdeG.jpg,"[{'name': 'Rai Cinema', 'id': 2683}, {'name': 'Rodeo Drive', 'id': 3112}]","[{'iso_3166_1': 'IT', 'name': 'Italy'}]",2014-09-05,0,92.0,"[{'iso_639_1': 'it', 'name': 'Italiano'}]",Released,How far would you go to protect your children?,The Dinner,False,6.3,39
False,,0,"[{'id': 27, 'name': 'Horror'}]",,40060,tt0077904,en,The Manitou,A psychic's girlfriend finds out that a lump on her back is a growing reincarnation of a 400 year-old demonic Native American spirit.,1.664737,/vxTgbgiDUiv66xk0R28hlUua1P6.jpg,"[{'name': 'Melvin Simon Productions', 'id': 2124}, {'name': 'Mid-America Pictures', 'id': 17778}, {'name': 'Simon Productions', 'id': 17779}, {'name': 'Manitou Productions Ltd.', 'id': 80761}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",1978-04-28,0,104.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Evil does not die… It waits to be re-born!,The Manitou,False,5.9,16
